11.52,12.15,11.173,4.723,18.778,15.979,10.261,12.071,18.57,12.081,8.5188,15.601,6.142,7.9499,19.05,23.452,29.175,20.736,16.336,28.819,28.249,11.566,19.341,9.6108,14.776,12.382,11.903,7.0625,16.017,6.209,7.7869,17.369,4.2075,15.35,10.299,15.293,9.5854,10.695,7.8374,9.0067,28.486,25.38,15.537,20.598,17.924,6.5737,13.39,11.658,12.439,7.0845,8.4409,14.023,7.54,4.3486,6.7837,10.489,8.8146,7.1458,7.1098,18.707,7.5502,17.733,8.9369,23.595,11.537,7.3843,17.696,9.3149,27.483,12.915,10.692,15.608,14.187,14.902,7.6804,9.5207,13.469,22.137,21.47,21.549,24.265,15.456,4.7006,18.708,11.17,3.115,7.9137,23.12,12.419,6.7239,15.347,27.451,16.887,6.4879,7.169,13.799,26.261,19.406,10.678,15.84,11.198,10.208,9.9925,10.013,17.113,10.236,13.977,8.6014,9.9091,17.873,20.223,10.328,17.822,14.494,23.184,9.4668,16.043,7.2657,9.6605,17.037,7.692,9.0588,8.4246,8.4227,25.693,11.467,4.574,8.458
17.769,9.8387,12.976,7.4596,9.7849,8.3276,12.573,9.8749,12.332,11.053,13.833,10.519,10.117,10.072,17.082,11.278,10.042,12.677,10.426,11.36,7.6527,9.9915,13.994,11.704,10.386,8.8825,9.4248,8.5588,10.928,11.985,8.1015,7.4716,7.3379,9.2307,7.7983,11.826,11.225,12.868,12.263,11.354,13.925,7.7047,12.172,10.823,20.629,11.675,10.684,10.085,13.62,8.1658,7.967,8.7369,8.8537,12.224,5.4929,8.017,7.0027,7.9887,8.5697,8.641,10.647,8.2456,14.667,14.356,14.12,11.782,6.4319,11.71,8.8958,8.6443,9.2936,6.6762,10.713,11.035,10.14,10.861,13.273,10.772,6.2042,8.7342,8.0119,13.672,11.284,9.803,9.6002,10.482,7.7339,12.45,8.5247,9.6772,10.182,10.765,8.2217,6.1306,9.3079,8.6616,14.201,12.554,9.1993,8.95,9.7738,12.564,10.67,10.847,10.221,12.942,8.7356,17.535,8.4813,10.761,9.3397,7.956,10.122,6.2187,7.299,13.288,12.223,12.342,8.1235,9.2585,8.8778,12.798,7.7922,13.428,12.119,11.183,11.534,15.944
9.8785,24.225,16.571,6.0195,14.41,18.281,12.283,23.181,25.341,11.272,18.691,21.372,14.81,18.707,18.512,19.504,9.0244,31.619,22.883,9.5768,20.987,15.723,25.541,10.643,6.5486,12.889,10.601,24.881,10.356,8.9172,11.271,16.274,16.499,15.362,22.214,12.197,11.394,32.548,9.7008,19.552,23.078,8.9025,7.5769,10.517,17.312,13.361,11.436,24.646,5.0829,22.217,21.25,15.505,15.754,6.3465,17.946,15.941,23.541,17.857,21.759,19.644,30.887,17.694,14.317,8.7301,8.6709,10.485,14.055,7.3166,23.09,24.888,27.123,18.801,15.954,22.201,20.211,9.4765,25.261,8.4418,17.921,22.46,22.572,19.806,14.831,9.9008,10.625,11.18,12.723,19.193,9.4812,11.446,24.197,13.648,16.349,19.13,13.141,12.632,24.298,24.971,15.653,20.441,6.9085,23.241,26.352,20.533,8.2005,5.3963,10.337,9.955,10.453,10.472,19.816,21.453,6.9463,27.825,15.509,12.551,14.694,10.967,22.819,13.023,9.602,18.594,15.025,19.308,21.563,11.931,12.734,8.4687
14.456,23.647,15.854,25.857,16.443,20.619,27.561,7.9005,13.853,16.337,15.183,15.313,18.005,12.163,14.415,15.926,23.89,15.244,30.319,18.678,15.826,26.402,17.572,31.821,19.292,10.942,14.228,23.436,20.407,16.51,15.156,13.375,27.878,17.095,13.413,13.139,17.152,9.681,23.317,25.356,27.363,19.81,21.428,17.512,10.481,7.5142,29.957,16.58,20.826,22.908,26.411,18.123,23.161,10.482,20.643,22.823,11.236,14.581,28.129,15.017,15.711,19.579,27.992,28.627,18.318,23.021,11.027,9.6532,19.112,17.812,13.555,26.809,11.655,24.784,28.582,15.393,17.677,24.806,15.953,14.947,15.973,17.091,21.485,26.212,17.026,23.904,29.328,22.362,12.764,20.407,17.149,26.402,15.277,9.247,17.495,15.389,21.389,11.489,31.948,19.505,24.832,15.42,21.665,25.628,27.785,19.967,31.715,15.762,13.729,21.098,29.816,17.87,16.728,12.087,16.3,16.18,8.8133,26.6,18.995,17.129,28.497,20.241,12.949,12.179,17.599,6.0277,18.03,16.19
13.727,8.8606,20.84,7.3909,7.7094,21.389,7.0839,6.7283,19.707,23.303,12.87,3.3575,6.2996,6.5426,9.4151,18.395,4.5665,14.406,5.9383,8.8801,15.867,7.6125,9.0791,20.965,7.1804,6.0039,16.554,10.262,12.076,8.5578,25.191,15.526,14.085,6.027,4.2182,12.431,5.6485,4.868,21.216,8.1321,4.8165,9.5864,8.2629,8.1099,12.959,6.6026,6.6981,8.8167,7.5714,7.4864,7.872,10.65,24.483,19.445,8.727,9.3864,6.4498,18.761,21.085,8.1376,8.3013,7.5178,8.6454,17.618,7.9033,9.4454,12.346,15.48,15.687,6.0975,14.025,8.6657,8.847,5.8947,16.832,12.996,10.834,12.209,5.7273,15.207,15.188,4.7661,9.1939,4.795,12.778,20.675,5.6793,9.9582,5.5598,6.7306,12.021,14.102,17.46,6.5074,7.2016,9.3255,7.7316,5.3275,15.52,10.352,9.8631,11.793,5.2194,5.8167,8.8209,15.205,15.021,8.2294,21.171,8.3105,7.4661,7.7801,8.7823,15.114,15.51,7.7188,6.1939,23.888,6.7295,7.5642,11.83,4.7134,10.084,8.4435,12.663,9.1275,20.695,14.685
22.071,7.1197,18.609,6.5025,10.049,9.2466,5.9372,11.649,11.234,11.889,22.34,10.062,11.289,10.109,18.962,11.621,7.264,11.034,9.7811,7.1656,8.4565,13.304,16.998,13.557,15.768,14.892,5.7518,5.7085,11.008,10.468,8.6494,12.688,8.7203,10.063,12.157,16.675,13.33,10.666,12.576,15.674,9.6627,9.4146,12.531,14.525,14.409,8.9555,7.4526,7.3301,16.894,7.739,15.449,11.443,9.0972,8.7513,5.516,5.5899,10.225,7.0953,8.7802,6.8621,8.1431,5.8496,14.18,16.668,13.283,15.635,8.7201,11.154,9.4913,9.899,10.942,10.153,10.857,12.656,7.3611,8.7683,17.359,18.358,7.3328,5.2745,7.9131,11.433,6.5631,11,12.428,7.8176,17.787,16.165,8.7881,11.406,19.759,14.443,7.4382,11.967,4.7915,16.828,10.182,7.9057,11.366,11.032,9.1812,13.015,11.889,5.6575,5.7984,8.997,6.4419,19.605,9.4623,8.1862,13.829,8.5747,14.758,5.6151,15.102,8.6777,16.734,7.1963,10.76,7.8334,7.0874,8.3252,11.809,12.834,11.35,12.288,15.805,19.438
7.1493,12.832,9.998,3.083,23.055,15.713,6.8675,7.3955,24.404,8.6149,6.0642,9.2164,8.5933,7.2885,22.517,17.316,25.834,19.012,8.9055,17.957,23.335,13.945,13.736,7.1349,10.229,6.023,6.713,5.0516,13.391,3.8163,10.081,6.6206,5.0584,5.5987,5.6298,15.782,5.7931,6.668,4.9397,7.6061,28.253,26.818,9.5869,19.607,17.069,6.3604,5.5605,12.675,8.9154,8.7766,6.3639,8.9343,7.448,5.2035,4.3976,5.8531,13.381,6.6632,6.5208,19.184,7.96,9.6272,10.233,22.569,7.6425,6.9896,9.7472,8.9302,26.899,5.7406,13.46,16.643,6.0301,15.306,6.772,8.9547,12.07,16.175,12.639,23.506,16.996,9.1198,4.3724,6.1724,9.3117,4.3644,4.6219,12.66,9.5179,14.893,17.659,26.146,15.579,5.1134,2.925,14.095,25.847,12.528,10.615,10.381,8.3125,11.271,8.1037,5.9416,13.779,6.1598,8.9456,11.484,11.017,23.859,23.07,8.1637,5.53,7.4497,26.182,4.1191,7.8361,5.0292,11.801,21.864,7.8406,3.5611,11.16,8.096,26.232,5.3797,6.366,8.5155
10.567,7.254,16.383,11.968,12.089,12.743,9.6079,7.2805,12.041,7.311,12.677,11.617,12.061,7.3741,16.016,9.0629,9.1429,6.8494,7.4024,8.7255,8.293,10.372,14.334,11.549,9.9412,13.773,9.1609,9.8293,11.371,12.057,14.363,7.4723,11.082,7.8684,11.734,13.635,10.288,13.731,11.046,10.76,12.145,12.717,11.47,15.943,17.039,8.0217,12.112,7.2853,13.642,6.8614,13.059,11.007,9.6455,10.507,5.8169,5.7904,11.598,8.2831,11.027,9.6394,7.9266,6.2469,10.259,11.902,13.319,10.752,6.9584,17.059,7.1742,12.327,9.3888,10.954,10.998,11.79,12.897,13.016,7.5014,12.638,9.8961,9.6445,6.5365,14.121,8.4129,13.369,9.1827,10.588,7.8086,17.894,13.39,10.012,8.6101,8.925,6.7341,9.724,3.6536,8.7726,11.889,6.741,4.7463,10.285,6.8583,13.732,11.993,8.5045,7.5734,8.5242,13.922,12.725,9.3693,9.6376,4.96,6.5873,8.9771,8.8922,10.83,4.4785,13.04,7.586,9.4954,9.4722,8.7085,7.0324,8.9524,11.203,11.35,15.527,10.837,12.217
10.47,9.995,11.344,8.621,9.1263,11.44,7.702,12.915,11.162,9.0397,12.199,8.7687,8.7592,8.8364,13.38,8.6056,7.2914,8.3029,6.5199,11.342,8.4185,8.2035,14.701,9.3277,7.2658,6.3714,8.9427,8.4611,8.7295,7.5397,7.9974,15.883,14.209,9.6772,8.2097,8.4934,7.8138,14.918,10.212,12.131,9.4451,6.9787,12.114,8.6263,14.18,9.7109,8.3966,5.6451,12.579,14.91,6.3482,9.5871,7.2836,11.24,6.9165,10.286,8.4462,4.6213,9.4052,7.7725,15.874,8.6667,11.01,9.8661,9.1495,10.167,10.199,7.6966,4.3183,6.7577,8.6583,7.3253,8.3305,13.244,8.7702,8.0139,10.605,8.2803,6.598,14.095,6.5731,10.875,8.0895,9.2069,7.344,10.489,10.946,10.972,6.0394,7.941,13.616,7.5067,9.3019,5.1353,5.5885,9.9593,12.472,9.4712,4.8194,6.309,8.9903,11.421,10.847,9.2054,8.5556,10.519,7.2332,8.9424,7.3409,6.2221,4.4624,6.3981,6.547,7.8385,14.307,5.9344,9.7502,6.7836,9.1495,8.0389,7.6019,8.5618,6.6015,9.1102,9.3667,6.2212,8.7078,10.518
6.2425,14.678,8.967,7.0968,19.65,11.695,10.832,13.124,6.1084,23.229,13.584,12.823,23.461,8.1531,5.9284,18.419,17.081,12.407,19.056,12.344,12.573,26.395,9.3574,17.415,7.3113,6.7783,22.177,13.815,7.191,8.1214,5.9506,23.035,5.6911,14.771,7.3566,13.085,14.947,20.295,14.165,14.435,7.2274,11.457,8.3179,11.454,14.375,7.9585,13.418,10.002,11.516,10.734,24.22,14.317,6.4163,10.849,10.617,8.7026,13.563,22.802,10.685,10.341,9.3948,8.2815,8.6852,6.1629,15.299,5.2722,23.482,10.815,18.932,12.685,6.7927,4.2067,10.508,15.352,14.345,9.801,14.836,8.5351,11.135,29.071,5.918,15.449,17.357,19.398,15.701,13.09,25.546,12.845,14.721,7.5042,20.622,8.7053,19.684,15.283,25.496,23.025,16.071,19.204,21.744,9.7877,9.5149,19.419,25.364,12.371,13.746,5.3302,11.968,9.7613,9.4735,14.204,7.584,24.687,13.078,13.953,11.412,13.793,10.176,4.4173,17.33,7.2751,13.528,13.077,17.778,25.702,8.4713,10.298,11.938,7.2146
19.726,13.72,6.8362,5.771,16.538,17.326,21.914,8.8025,8.6326,7.019,20.43,8.3183,11.124,16.028,13.185,12.799,8.3408,6.9625,11.377,17.154,7.3268,9.1173,11.347,7.3967,15.783,6.1239,8.4027,3.8153,11.241,9.3334,10.649,17.22,5.9781,13.217,11.186,5.1278,22.265,9.7461,8.0554,17.577,19.818,4.4613,8.6082,8.846,21.643,10.709,9.473,17.973,17.432,9.6403,7.9371,11.117,6.8288,18.868,5.4456,10.225,9.4828,8.1257,8.1821,9.3853,7.2267,8.4705,10.623,13.883,14.193,11.049,16.975,12.892,18.306,5.5432,11.988,9.6598,23.258,16.929,7.2476,10.752,21.898,21.593,12.771,7.4152,8.539,15.711,8.3308,17.91,8.3607,4.2694,12.511,5.4668,13.394,10.592,9.851,11.412,10.913,8.0182,9.4054,11.886,18.169,8.5746,9.7242,6.8287,11.35,14.173,10.479,7.4293,13.789,13.376,8.8598,19.649,23.524,9.9162,7.3146,6.8094,18.401,7.9362,11.244,11.308,15.897,6.1414,8.6643,19.342,6.4781,7.6526,14.987,10.42,14.888,5.9184,6.3834,9.715
