WORD ENTROPY DISPERSION STD CONCRETENESS
walrus 286.422527497 0.195460941259 0.95039 5
essential N/A N/A N/A 1.52
sketch N/A N/A N/A 4.56
ecology N/A N/A N/A 2.64
parade N/A N/A N/A 4.54
senate N/A N/A N/A 3.81
spring N/A N/A N/A 3.89
phone N/A N/A N/A 4.86
lips N/A N/A N/A N/A
palm N/A N/A N/A 4.83
candy N/A N/A N/A 4.83
mirror N/A N/A N/A 4.97
candle N/A N/A N/A 4.86
sprint N/A N/A N/A 4.14
jewelry N/A N/A N/A 4.82
pet N/A N/A N/A 4.71
pen N/A N/A N/A 4.92
behave N/A N/A N/A 1.78
peg N/A N/A N/A 4.93
temple 193.800425143 0.169389546925 0.82675 4.53
run N/A N/A N/A 4.31
word N/A N/A N/A 3.56
agreement N/A N/A N/A 2.22
zombie 234.111280312 0.184298279593 0.92884 4.16
step N/A N/A N/A 4.54
santa N/A N/A N/A N/A
raspberry N/A N/A N/A 4.93
troops N/A N/A N/A 4.21
hatchet 249.414319785 0.18343084722 0.89345 4.93
surfers N/A N/A N/A N/A
beans N/A N/A N/A N/A
archbishop 245.737769501 0.183198567927 0.82955 4.14
block N/A N/A N/A 4.48
pollution N/A N/A N/A 3.75
letter N/A N/A N/A 4.7
garbage 283.913604652 0.200501707001 0.95043 4.69
conquest N/A N/A N/A 2.54
lesson N/A N/A N/A 2.79
stitches N/A N/A N/A N/A
canal N/A N/A N/A 4.68
story N/A N/A N/A 3.3
fast N/A N/A N/A 3.32
analyze N/A N/A N/A 2.3
opponent N/A N/A N/A 3.52
poster 246.382023842 0.184315438054 0.91694 4.66
relaxed N/A N/A N/A 2.5
frost N/A N/A N/A 4.56
boys N/A N/A N/A N/A
reef N/A N/A N/A 4.7
atom N/A N/A N/A 3.34
line N/A N/A N/A 4.5
dull N/A N/A N/A 2.37
posted N/A N/A N/A 3.48
skull N/A N/A N/A 4.83
planet N/A N/A N/A 4.58
hornet 239.879111116 0.184660371912 0.92449 4.96
aerial N/A N/A N/A 3.04
pencil N/A N/A N/A 4.88
warning N/A N/A N/A 3.21
rally N/A N/A N/A 3.34
cafe 260.129024998 0.19819454358 0.84253 4.96
kidney N/A N/A N/A 4.96
cotton N/A N/A N/A 4.97
hyena 199.983683015 0.159016638923 0.75661 4.57
lemon N/A N/A N/A 5
peach N/A N/A N/A 4.9
endurance N/A N/A N/A 2
peace N/A N/A N/A 1.62
parakeet 248.082473126 0.182628783173 0.9416 4.9
income N/A N/A N/A 3.07
arithmetic N/A N/A N/A 2.74
nice N/A N/A N/A 2.18
cellar 262.213152621 0.199439278688 0.88189 4.68
mustard 236.299334098 0.184712533456 0.83329 4.93
lend N/A N/A N/A 3.07
tangerine N/A N/A N/A 4.81
lens 212.017013221 0.185452707914 0.89598 4.64
insect N/A N/A N/A 4.89
reservation N/A N/A N/A 3.14
clue N/A N/A N/A 2.93
heroine 243.694033925 0.185017487877 0.80979 4.21
antecedent N/A N/A N/A N/A
maradona N/A N/A N/A N/A
age N/A N/A N/A 2.86
impatient N/A N/A N/A 2.38
depth N/A N/A N/A 3.11
beverage 278.972631532 0.201360510435 0.98418 4.6
psychiatry N/A N/A N/A 2.61
fresh N/A N/A N/A 1.97
caribou 243.23963014 0.179185026995 0.87233 4.92
essay 258.043361628 0.185619211185 0.97412 3.97
code N/A N/A N/A 3
ashamed N/A N/A N/A 1.74
scratch N/A N/A N/A 4.16
cheerful N/A N/A N/A 2.34
go N/A N/A N/A 3.15
gossip N/A N/A N/A 3
asphalt N/A N/A N/A 4.83
wizard N/A N/A N/A 4.43
young N/A N/A N/A 3.16
send N/A N/A N/A 2.7
shack N/A N/A N/A 4.93
cradle N/A N/A N/A 4.93
friendly N/A N/A N/A 2.32
garden N/A N/A N/A 4.73
ladle N/A N/A N/A 4.9
dessert 237.300966659 0.188244632412 0.87064 4.93
kitty 259.355984697 0.189456037738 0.91214 4.97
wave N/A N/A N/A 4.55
spoon N/A N/A N/A 4.96
arrange N/A N/A N/A 2.79
harbor N/A N/A N/A 4.57
gender N/A N/A N/A 3.33
marry N/A N/A N/A 3.03
try N/A N/A N/A 2.22
race N/A N/A N/A 3.59
verdict N/A N/A N/A 2.19
gauge N/A N/A N/A 4
crow N/A N/A N/A 4.93
pepper N/A N/A N/A 4.59
mural N/A N/A N/A 4.66
jump N/A N/A N/A 4.52
hose N/A N/A N/A 4.87
video 237.149667441 0.182248230154 0.82335 4.67
booth 242.053675456 0.186760868282 0.75922 4.42
plead N/A N/A N/A 2.59
wheat 236.694324212 0.191977728641 0.98164 4.89
odd N/A N/A N/A 1.7
depression N/A N/A N/A 2.39
victor 227.427618685 0.188315089573 0.767 2.88
index N/A N/A N/A 3.43
colonel N/A N/A N/A 3.89
cell 237.201746087 0.188266854552 0.7839 4.44
capital N/A N/A N/A 4.1
bird N/A N/A N/A 5
body N/A N/A N/A 4.79
leg N/A N/A N/A 4.83
explore N/A N/A N/A 2.9
poverty N/A N/A N/A 2.54
sink N/A N/A N/A 4.74
sexy N/A N/A N/A 2.64
vinegar N/A N/A N/A 4.89
great N/A N/A N/A 1.81
engage N/A N/A N/A 2.07
metro N/A N/A N/A 3.48
receive N/A N/A N/A 2.69
defeat N/A N/A N/A 2.96
popcorn 236.49679956 0.191634792292 0.85915 5
opinion N/A N/A N/A 1.93
implement N/A N/A N/A 2.33
maker N/A N/A N/A 3.9
wig N/A N/A N/A 4.72
shovel N/A N/A N/A 4.97
apple 217.222339969 0.178898459103 0.85239 5
danger N/A N/A N/A 2.68
win N/A N/A N/A 2.67
confession N/A N/A N/A 2.4
composer N/A N/A N/A 4.37
duck N/A N/A N/A 4.86
limb N/A N/A N/A 4.64
cloud N/A N/A N/A 4.54
lime N/A N/A N/A 4.96
confidence N/A N/A N/A 2.17
fee N/A N/A N/A 3.89
stream N/A N/A N/A 4.5
illegal N/A N/A N/A 2.37
theme N/A N/A N/A 2.72
frog N/A N/A N/A 5
camera 276.288659894 0.202534348715 0.93843 5
crab N/A N/A N/A 4.9
vehicle 208.990780383 0.176008958208 0.75224 4.64
midday N/A N/A N/A 3.72
possession N/A N/A N/A 2.96
charcoal N/A N/A N/A 4.85
clever N/A N/A N/A 1.79
porch 235.853081459 0.175951381155 0.78122 4.92
benchmark N/A N/A N/A 2.48
infection N/A N/A N/A 4.1
cooperate N/A N/A N/A 1.87
trail N/A N/A N/A 4.46
train N/A N/A N/A 4.79
rabbit N/A N/A N/A 4.93
baby N/A N/A N/A 5
women N/A N/A N/A N/A
animals 318.741940392 0.209841113709 1.0926 N/A
salad 163.654174999 0.148480791971 0.68144 4.97
tunnel N/A N/A N/A 4.82
challenge N/A N/A N/A 2.11
stroke N/A N/A N/A 4.1
donut 241.135538566 0.194541567484 0.9073 4.93
tag N/A N/A N/A 4.25
obvious N/A N/A N/A 2.07
drill N/A N/A N/A 4.4
meet N/A N/A N/A 3
proof N/A N/A N/A 2.67
arafat N/A N/A N/A N/A
tap N/A N/A N/A 4.29
do N/A N/A N/A 2.46
calculation N/A N/A N/A 3
tax N/A N/A N/A 3.89
dripping N/A N/A N/A 3.89
carrot N/A N/A N/A 5
suds N/A N/A N/A 4.59
wonderful N/A N/A N/A 1.82
serial N/A N/A N/A 2.44
paws N/A N/A N/A N/A
trumpet N/A N/A N/A 4.86
lamb N/A N/A N/A 4.97
rhubarb 247.021311832 0.187906283861 0.85116 4.86
onions 257.565784392 0.200439638217 0.94193 N/A
boxing N/A N/A N/A 4.55
arrangement N/A N/A N/A 2.3
delay N/A N/A N/A 2.79
lamp 279.622449089 0.198793534795 0.93799 4.97
forest N/A N/A N/A 4.76
animal N/A N/A N/A 4.61
furnace 278.454507315 0.19501950469 0.88273 4.69
intelligent N/A N/A N/A 2.46
typewriter 212.458319923 0.179557139238 0.90365 4.88
cupboard 235.905611108 0.187388851398 0.76672 4.79
attend N/A N/A N/A 3.17
farm N/A N/A N/A 4.59
roam N/A N/A N/A 2.85
thunderstorm N/A N/A N/A 4.83
collection N/A N/A N/A 4.04
abuse N/A N/A N/A 2.71
wrist N/A N/A N/A 4.93
cabbage N/A N/A N/A 4.75
hawk N/A N/A N/A 4.93
terrier 264.316549889 0.199519585782 0.95531 4.62
tomato N/A N/A N/A 5
light N/A N/A N/A 4.21
platypus 248.613200524 0.171509631743 0.87091 4.83
linen N/A N/A N/A 4.8
bakery 239.913779311 0.191484344184 0.84004 4.83
allow N/A N/A N/A 2.41
necklace 205.765132099 0.175023068129 0.95202 4.96
swimming N/A N/A N/A 4.44
minnow 249.65965894 0.182983131305 0.94234 4.84
insight N/A N/A N/A 1.72
meter N/A N/A N/A 4.7
spatula 264.74175148 0.196402910816 0.91887 4.96
costume N/A N/A N/A 4.57
galaxy N/A N/A N/A 3.66
bunch N/A N/A N/A 3.5
underwater N/A N/A N/A 3.78
broom N/A N/A N/A 4.89
walnut 227.87449135 0.17512979695 0.77941 4.97
choose N/A N/A N/A 2.62
orange N/A N/A N/A 4.66
holiday N/A N/A N/A 2.86
dad 244.389000349 0.193446778094 0.76589 4.29
python N/A N/A N/A 4.96
auto 197.116271487 0.169047320732 0.73265 4
practice N/A N/A N/A 2.52
earn N/A N/A N/A 2.39
snake N/A N/A N/A 5
kiss N/A N/A N/A 4.48
fingerprint N/A N/A N/A 4.96
flea 207.893510697 0.149933718834 0.84053 4.89
bar N/A N/A N/A 4.67
cage N/A N/A N/A 5
realize N/A N/A N/A 2.03
tram N/A N/A N/A N/A
immoral N/A N/A N/A 1.59
delightful N/A N/A N/A 2.38
magnitude N/A N/A N/A 2.43
stock N/A N/A N/A 4.19
tray 286.64403822 0.205337028329 0.97196 4.74
globe N/A N/A N/A 4.59
society N/A N/A N/A 2.54
differ N/A N/A N/A 1.59
doodle N/A N/A N/A 4.21
category N/A N/A N/A 2.82
skillet 221.089405463 0.187169610853 0.88068 4.73
cocktail 238.655613087 0.182325965977 0.91849 4.4
defend N/A N/A N/A 2.31
chaos N/A N/A N/A 2.79
stud N/A N/A N/A 4
red N/A N/A N/A 4.24
racquet 254.700665696 0.192446559674 0.95157 N/A
umbrella N/A N/A N/A 5
dictionary N/A N/A N/A 4.62
ipod 216.343264139 0.175636959622 0.81686 4.86
withdrawal N/A N/A N/A 2.33
clarify N/A N/A N/A 2.07
princess 211.681321954 0.17178330336 0.70743 4.72
fertility N/A N/A N/A 2.59
yard 259.009314384 0.185222800617 0.86495 4.82
steal N/A N/A N/A 3.84
skateboard N/A N/A N/A 4.86
keep N/A N/A N/A 2.37
conversation N/A N/A N/A 3.28
chicken N/A N/A N/A 4.8
tack N/A N/A N/A 4.5
retain N/A N/A N/A 2.32
museum N/A N/A N/A 4.6
scarf N/A N/A N/A 4.97
bouquet N/A N/A N/A 4.74
sack N/A N/A N/A 4.84
cousin 218.707240025 0.186944175349 0.74867 3.7
marrow N/A N/A N/A 4.48
ancient N/A N/A N/A 2.04
festival N/A N/A N/A 4.33
ripples N/A N/A N/A N/A
inmate 266.74364046 0.199780406115 0.84732 4.19
attach N/A N/A N/A 3.33
ankle N/A N/A N/A 4.81
harpsichord 226.271398293 0.178926026021 0.86843 4.67
steeple 195.945215309 0.164458740747 0.76903 4.74
cabin N/A N/A N/A 4.92
beard N/A N/A N/A 4.96
shell N/A N/A N/A 4.8
stomach N/A N/A N/A 4.89
acquire N/A N/A N/A 2.93
dreary N/A N/A N/A 2.33
institution N/A N/A N/A 3.33
neck N/A N/A N/A 5
steel N/A N/A N/A 4.87
isolation N/A N/A N/A 2.54
beg N/A N/A N/A 2.96
bed N/A N/A N/A 5
bee N/A N/A N/A 4.88
lover N/A N/A N/A 3.68
sculpture N/A N/A N/A 4.79
exhibit N/A N/A N/A 3.5
viewer N/A N/A N/A 4.13
carrots N/A N/A N/A N/A
portrait N/A N/A N/A 4.9
throat N/A N/A N/A 4.97
border N/A N/A N/A 4.29
afraid N/A N/A N/A 2.7
angle N/A N/A N/A 3.5
inform N/A N/A N/A 2.25
chief N/A N/A N/A 4.26
truck N/A N/A N/A 4.84
barn N/A N/A N/A 4.79
parka 223.186019818 0.177787321506 0.89073 4.65
soap N/A N/A N/A 4.93
pebbles N/A N/A N/A N/A
petals 217.232789846 0.182227829697 0.91531 N/A
medal N/A N/A N/A 4.89
class N/A N/A N/A 3.85
polyester 255.055677389 0.195763597448 0.94541 4.12
beets 241.902022935 0.190138118441 0.89675 N/A
gather N/A N/A N/A 2.75
disease N/A N/A N/A 3.45
face N/A N/A N/A 4.87
pipe N/A N/A N/A 4.88
skunk N/A N/A N/A 4.88
painting N/A N/A N/A 4.59
fact N/A N/A N/A 2.72
impression N/A N/A N/A 2.23
atmosphere N/A N/A N/A 3.04
recess N/A N/A N/A 3.07
kite N/A N/A N/A 5
violation N/A N/A N/A 2.67
text N/A N/A N/A 4.93
stove N/A N/A N/A 4.96
bring N/A N/A N/A 2.55
planning N/A N/A N/A N/A
bedroom 223.679706543 0.169358079609 0.76468 4.9
soldiers N/A N/A N/A N/A
rough N/A N/A N/A 3.83
asylum N/A N/A N/A 4.41
decade N/A N/A N/A 3.19
shield N/A N/A N/A 4.66
sheriff N/A N/A N/A 4.5
jaw N/A N/A N/A 4.87
winner N/A N/A N/A 3.21
jar N/A N/A N/A 5
employer 210.180528734 0.183665556369 0.73442 3.81
employee 254.052462694 0.198100541794 0.81664 4.1
piano N/A N/A N/A 4.9
achieve N/A N/A N/A 2.29
handle N/A N/A N/A 4.57
misty N/A N/A N/A 3.37
photography N/A N/A N/A 4.1
stripes N/A N/A N/A N/A
bear N/A N/A N/A 4.88
bean N/A N/A N/A 5
words N/A N/A N/A N/A
discourage N/A N/A N/A 1.9
tobacco N/A N/A N/A 4.88
brain N/A N/A N/A 4.69
nightingale N/A N/A N/A 4.46
discovery N/A N/A N/A 2.36
motorcycle N/A N/A N/A 4.97
appliance 270.090924187 0.199098927889 0.88171 4.57
puddle N/A N/A N/A 4.67
canine N/A N/A N/A 4.71
daffodils 169.120852456 0.151247711614 0.79266 N/A
signed N/A N/A N/A N/A
violet N/A N/A N/A 4.48
racket N/A N/A N/A 4.26
wire N/A N/A N/A 4.72
wealth N/A N/A N/A 2.63
closet N/A N/A N/A 4.83
pattern N/A N/A N/A 3.92
cruel N/A N/A N/A 2.11
state N/A N/A N/A 3.52
boundary N/A N/A N/A 3.04
iguana 239.011591476 0.174944355883 0.89757 4.83
pants N/A N/A N/A 4.86
ability N/A N/A N/A 1.81
cauliflower 182.434895957 0.165196008686 0.79379 5
importance N/A N/A N/A 1.75
joy N/A N/A N/A 2.37
sorrow N/A N/A N/A 2.36
deliver N/A N/A N/A 3.12
vitamin 242.819751292 0.200327594659 1.0002 4.48
job N/A N/A N/A 3.19
key N/A N/A N/A 4.89
group N/A N/A N/A 4.12
freezer 221.521773817 0.175962994573 0.78374 4.87
drum N/A N/A N/A 4.96
acknowledge N/A N/A N/A 2.03
drug N/A N/A N/A 4.48
doorway N/A N/A N/A 4.75
orthodontist N/A N/A N/A 4.43
conclude N/A N/A N/A 1.78
wall N/A N/A N/A 4.86
walk N/A N/A N/A 4.07
missile 262.299546559 0.191590165671 0.95065 4.83
carbon N/A N/A N/A 4.22
table N/A N/A N/A 4.9
earning N/A N/A N/A 2.93
quit N/A N/A N/A 2.56
cent N/A N/A N/A 4.19
yam 227.239307707 0.189976098788 0.87408 4.93
curtain N/A N/A N/A 4.82
yale N/A N/A N/A N/A
painted N/A N/A N/A 4.5
redhead 228.614761344 0.164363185516 0.89825 4.78
mannequin N/A N/A N/A 4.53
bull N/A N/A N/A 4.85
bulb N/A N/A N/A 4.93
locomotives 192.506953927 0.146347632033 0.76775 N/A
volunteer N/A N/A N/A 3.77
abandoned N/A N/A N/A 2.52
boardwalk N/A N/A N/A 4.78
value N/A N/A N/A 1.62
wild N/A N/A N/A 2.41
handwriting N/A N/A N/A 4.59
bathtub 257.277210764 0.185582788783 0.87439 4.92
helper 244.408921822 0.195434556781 0.76585 3.39
squid 287.483433818 0.197248929733 0.96505 4.71
surface N/A N/A N/A 4.26
rooster 214.637543555 0.165069509962 0.96434 4.75
hardware N/A N/A N/A 4.62
partner N/A N/A N/A 3.53
portray N/A N/A N/A 2.18
tattoo N/A N/A N/A 4.71
denial N/A N/A N/A 2.46
vintage N/A N/A N/A 2.7
balloon N/A N/A N/A 4.92
administration N/A N/A N/A 2.78
cross N/A N/A N/A 4.44
strange N/A N/A N/A 1.86
flour N/A N/A N/A 4.97
underground N/A N/A N/A 4.07
party N/A N/A N/A 3.89
helium N/A N/A N/A 3.96
difficult N/A N/A N/A 2.21
ball N/A N/A N/A 5
slave N/A N/A N/A 4.38
fraternity N/A N/A N/A 2.46
dusk N/A N/A N/A 4.24
flesh N/A N/A N/A 4.59
absorb N/A N/A N/A 3.11
drink N/A N/A N/A 4.76
beast N/A N/A N/A 4.63
student N/A N/A N/A 4.92
whale N/A N/A N/A 4.96
magician N/A N/A N/A 4.21
broccoli 204.627755751 0.169151386798 0.82028 4.87
expand N/A N/A N/A 3.36
destruction N/A N/A N/A 3.21
priest N/A N/A N/A 4.77
center N/A N/A N/A 3.85
shotgun 214.630551852 0.168208230478 0.86719 4.96
weapon N/A N/A N/A 4.76
fighting N/A N/A N/A 3.78
credibility N/A N/A N/A 2.29
muscle N/A N/A N/A 4.5
rocker 254.908055806 0.188093028777 0.98543 4.31
restore N/A N/A N/A 2.79
rocket N/A N/A N/A 4.73
camel 260.850851365 0.185128246044 0.8987 4.93
oak 227.8559232 0.173953971326 0.74172 4.82
proximity N/A N/A N/A 2.93
obtain N/A N/A N/A 3
clinic 222.762007079 0.180747271811 0.70846 4.24
fishing N/A N/A N/A 4.3
skill N/A N/A N/A 2.17
lettuce 226.448456994 0.17706846206 0.79725 4.97
happiness N/A N/A N/A 2.6
web N/A N/A N/A 4.37
generous N/A N/A N/A 2.25
rapid N/A N/A N/A 3.07
panther 228.65293017 0.172271341405 0.84862 4.93
investor 221.846064999 0.183145921242 0.76236 4.3
sky N/A N/A N/A 4.45
lake N/A N/A N/A 4.88
discuss N/A N/A N/A 3.17
add N/A N/A N/A 3
citizen 235.514554904 0.191483736666 0.77762 4.43
ski N/A N/A N/A 4.63
match N/A N/A N/A 4.14
raven N/A N/A N/A 4.86
branch N/A N/A N/A 4.9
government N/A N/A N/A 2.88
budgie 255.899726667 0.183666114244 0.93031 N/A
five N/A N/A N/A 3.87
proton N/A N/A N/A 3
deployment N/A N/A N/A 2.9
pier 199.940818313 0.160847968185 0.75371 4.62
loss N/A N/A N/A 2.19
flamingo 190.117996497 0.152233767176 0.91065 4.81
necessary N/A N/A N/A 1.8
sofa 252.004944899 0.185919199228 0.8865 4.9
clown N/A N/A N/A 4.9
garage N/A N/A N/A 4.96
lose N/A N/A N/A 2.25
become N/A N/A N/A 1.54
dresser 192.886974016 0.168399406467 0.79047 4.96
page N/A N/A N/A 4.9
shed N/A N/A N/A 4.55
church N/A N/A N/A 4.9
library 191.796410608 0.176376897753 0.75039 4.8
hair 259.237021182 0.1899096969 0.88287 4.97
gymnastics 245.507283987 0.182400519201 0.88171 4.04
recommendation N/A N/A N/A 2.87
proper N/A N/A N/A 1.78
home N/A N/A N/A 4.11
drizzle N/A N/A N/A 4.21
recognition N/A N/A N/A 2.39
leaf N/A N/A N/A 5
broad N/A N/A N/A 2.45
avoid N/A N/A N/A 2.41
kettle 226.226521529 0.18262546276 0.97736 4.75
hurricane N/A N/A N/A 4.59
rattlesnake 201.729269658 0.161991670929 0.76961 5
fountain N/A N/A N/A 4.77
passion N/A N/A N/A 2.3
leader N/A N/A N/A 3.89
trout 250.233984929 0.185833678534 0.9553 4.72
locate N/A N/A N/A 2.97
biology N/A N/A N/A 3.48
noise N/A N/A N/A 3.52
obey N/A N/A N/A 2.67
pear 207.719070725 0.178170629527 0.8709 4.93
journal N/A N/A N/A 4.63
lighthouse 196.686054379 0.156840768684 0.80395 4.96
paper N/A N/A N/A 4.93
adversary N/A N/A N/A 2.93
iris N/A N/A N/A 4.54
rare N/A N/A N/A 1.96
saddle N/A N/A N/A 4.85
universe N/A N/A N/A 3.85
biscuit N/A N/A N/A 4.9
fear N/A N/A N/A 2.57
cranberry 184.509431404 0.176598001076 0.86347 4.96
tongue N/A N/A N/A 4.93
software N/A N/A N/A 4.08
owl 242.343351525 0.183790855316 0.96107 4.93
owe N/A N/A N/A 2.07
socks N/A N/A N/A N/A
mushrooms N/A N/A N/A N/A
tableware 286.989102013 0.206651837035 0.99308 4.65
weather N/A N/A N/A 3.83
lung N/A N/A N/A 4.82
brush N/A N/A N/A 4.54
female N/A N/A N/A 4.57
registration N/A N/A N/A 3.68
van 200.142663535 0.163053090323 0.71524 4.72
elastic N/A N/A N/A 3.73
confident N/A N/A N/A 2.62
friends N/A N/A N/A N/A
buckle N/A N/A N/A 4.71
spiral N/A N/A N/A 4.18
development N/A N/A N/A 2.41
frustration N/A N/A N/A 2.06
gut N/A N/A N/A 4.15
buy N/A N/A N/A 3.35
north N/A N/A N/A 4.14
interest N/A N/A N/A 1.8
bus N/A N/A N/A 4.9
construction N/A N/A N/A 3.72
gain N/A N/A N/A 2.24
ear 259.263827682 0.196693066163 0.95558 5
eat N/A N/A N/A 4.44
eel 239.607313623 0.179902034692 0.91491 4.69
nightgown 244.479400081 0.184484084969 0.8803 4.9
record N/A N/A N/A 4.15
carriage 267.862521481 0.194844550027 0.90422 4.86
cello 200.534909627 0.171068925803 0.90718 4.96
monument 229.775612532 0.180317977747 0.8594 4.58
cake N/A N/A N/A 4.81
problem N/A N/A N/A 2.68
display N/A N/A N/A 3.86
skating N/A N/A N/A 4.75
pin N/A N/A N/A 4.92
curve N/A N/A N/A 4.41
year N/A N/A N/A 3.25
pie N/A N/A N/A 4.92
pig N/A N/A N/A 5
inn 206.81722565 0.173817754534 0.72158 4.64
ink N/A N/A N/A 4.56
happen N/A N/A N/A 1.78
champion N/A N/A N/A 3.82
corporation N/A N/A N/A 2.79
percent N/A N/A N/A 2.7
wander N/A N/A N/A 2.28
book N/A N/A N/A 4.9
ledge 218.716470351 0.165876670731 0.75558 4.72
finch 210.948025201 0.165982939442 0.98969 4.3
illusion N/A N/A N/A 2.48
conclusion N/A N/A N/A 2.11
star N/A N/A N/A 4.69
chance N/A N/A N/A 1.64
container 246.975706017 0.187479006236 0.87561 4.85
veil N/A N/A N/A 4.45
vein N/A N/A N/A 4.63
cliff 211.493819357 0.159455065208 0.72796 4.71
appoint N/A N/A N/A 2.24
jewel N/A N/A N/A 4.96
pupil 252.433038495 0.19915218027 0.82597 4.55
