WORD ENTROPY DISPERSION STD CONCRETENESS
pelican 223.065645988 0.173629306503 0.947 4.96
intuition N/A N/A N/A 1.67
note N/A N/A N/A 4.61
crib N/A N/A N/A 4.86
opec N/A N/A N/A N/A
long N/A N/A N/A 3.18
carry N/A N/A N/A 4.04
size N/A N/A N/A 3.13
sheep N/A N/A N/A 4.9
city N/A N/A N/A 4.79
white N/A N/A N/A 3.89
frame N/A N/A N/A 4.3
friend N/A N/A N/A 3.07
eyes N/A N/A N/A 4.85
season N/A N/A N/A 3.32
shawl 255.618402353 0.187788888868 0.90167 5
artifact 332.55824528 0.212084259954 1.0862 4.5
hut 235.51362062 0.172757367249 0.84613 4.65
flowers N/A N/A N/A N/A
population N/A N/A N/A 3.64
wide N/A N/A N/A 3.06
television 227.225090585 0.178633931203 0.79207 4.83
sailing N/A N/A N/A 4.17
require N/A N/A N/A 2.07
computer N/A N/A N/A 4.93
tractor 200.952363164 0.159202297138 0.82263 5
pond N/A N/A N/A 4.9
coconut 228.472311216 0.178046793728 0.81585 4.79
illness N/A N/A N/A 3.54
angel N/A N/A N/A 3.82
seal N/A N/A N/A 4.63
argument N/A N/A N/A 2.85
alley N/A N/A N/A 4.82
sad N/A N/A N/A 3.07
ant 244.110258907 0.186903130249 0.91279 4.86
say N/A N/A N/A 2.58
greet N/A N/A N/A 2.96
anger N/A N/A N/A 2.41
breakfast N/A N/A N/A 4.43
surgery N/A N/A N/A 4.34
marathon N/A N/A N/A 3.96
silhouette N/A N/A N/A 4.57
zoo 302.705832865 0.203896914682 1.0473 4.81
terrific N/A N/A N/A 2.07
equipment 301.616361713 0.206795502646 0.94387 4.83
squad N/A N/A N/A 3.65
take N/A N/A N/A 3.06
thermometer 273.919703502 0.200885051301 0.93911 4.96
interior N/A N/A N/A 3.59
performance N/A N/A N/A 3.04
surf N/A N/A N/A 4.57
begin N/A N/A N/A 2.56
sure N/A N/A N/A 1.73
pain N/A N/A N/A 3.5
theatre N/A N/A N/A N/A
normal N/A N/A N/A 1.4
track N/A N/A N/A 4.31
price N/A N/A N/A 3.63
ambulance 161.569779204 0.145311809023 0.68141 4.81
molecule N/A N/A N/A 3.27
dunebuggy N/A N/A N/A N/A
crochet N/A N/A N/A 4.65
multiply N/A N/A N/A 2.79
knee N/A N/A N/A 5
lawn N/A N/A N/A 4.93
cloth 273.804517588 0.203150651546 0.96654 4.9
seafood N/A N/A N/A 4.83
napkin 253.074701012 0.189447851569 0.89113 4.93
drive N/A N/A N/A 3.86
defeating N/A N/A N/A N/A
order N/A N/A N/A 2.79
sunset N/A N/A N/A 4.54
axe N/A N/A N/A 5
stockings N/A N/A N/A 4.62
uncle N/A N/A N/A 4.24
salt N/A N/A N/A 4.89
shop N/A N/A N/A 4.31
show N/A N/A N/A 3.97
cheap N/A N/A N/A 2.11
bright N/A N/A N/A 3.92
corner N/A N/A N/A 4.61
crane N/A N/A N/A 4.68
curled N/A N/A N/A 3.67
nectarine 197.267629783 0.184328284595 0.88214 5
gull N/A N/A N/A 4.08
cloak N/A N/A N/A 4.71
texture N/A N/A N/A 3.83
crime N/A N/A N/A 3.03
tears N/A N/A N/A N/A
wood 280.874935007 0.201294693676 0.95288 4.85
black N/A N/A N/A 3.76
hockey 192.723439224 0.157715122474 0.81937 4.31
robe N/A N/A N/A 5
wool N/A N/A N/A 4.86
awareness N/A N/A N/A 1.84
pumpkin 244.748379087 0.195407487911 0.95529 4.9
get N/A N/A N/A 2.38
cannon N/A N/A N/A 4.79
jazz N/A N/A N/A 3.9
dye N/A N/A N/A 4.58
gem N/A N/A N/A 4.88
pistol 227.470810889 0.176294309307 0.91475 4.89
aluminum N/A N/A N/A 4.88
leather N/A N/A N/A 4.82
borrow N/A N/A N/A 3.1
morning N/A N/A N/A 3.44
skyline N/A N/A N/A 4.43
stupid N/A N/A N/A 1.75
bison 177.70559699 0.145676708509 0.77539 4.68
tent N/A N/A N/A 4.96
husband N/A N/A N/A 4.11
orchids 212.222491184 0.172810847325 0.83661 N/A
concert N/A N/A N/A 4.35
seat N/A N/A N/A 4.78
college 205.823920042 0.171606731088 0.72918 4.62
parking N/A N/A N/A 3.85
calendar N/A N/A N/A 4.62
honeydew 218.194427108 0.179631317676 0.83305 4.86
crystal 234.23759598 0.191746914565 0.91226 4.58
forecast N/A N/A N/A 2.78
kilometer N/A N/A N/A 4.07
bureau 172.973151351 0.157671215603 0.77986 4.04
skyscraper 195.290554255 0.165104538602 0.73142 4.76
mandarin N/A N/A N/A 3.67
reading N/A N/A N/A 3.71
arrival N/A N/A N/A 3.07
cantaloupe 244.503014006 0.193286022574 0.91807 4.76
infrastructure N/A N/A N/A 3.38
august N/A N/A N/A 3.04
parent N/A N/A N/A 4.56
dome 209.878407821 0.18083545252 0.91774 4.74
guitar 248.383582954 0.188825643803 0.9898 4.9
article N/A N/A N/A 4.33
comb N/A N/A N/A 5
come N/A N/A N/A 2.72
region N/A N/A N/A 3.19
monk N/A N/A N/A 4.35
berry N/A N/A N/A 4.93
railway N/A N/A N/A 4.63
groundhog 219.204630294 0.16704877496 0.82724 4.93
cancer N/A N/A N/A 3.86
color N/A N/A N/A 4.08
pot N/A N/A N/A 4.81
jeans 211.741587852 0.176771393478 0.91227 5
pole N/A N/A N/A 4.66
pod N/A N/A N/A 4.63
crew N/A N/A N/A 4.36
boat N/A N/A N/A 4.93
logic N/A N/A N/A 1.72
turkey N/A N/A N/A 4.89
mare N/A N/A N/A 4.75
west N/A N/A N/A 3.44
vacation N/A N/A N/A 3.14
tropical N/A N/A N/A 3.25
mars N/A N/A N/A 4.48
helicopter 238.705859911 0.179267293865 0.83475 4.62
engine 255.577940195 0.192243944709 0.86255 4.86
direction N/A N/A N/A 2.79
shopping N/A N/A N/A 3.44
graveyard 250.861630303 0.18328322548 0.83561 4.83
tiger 193.271258818 0.152828057596 0.86964 5
photos N/A N/A N/A N/A
minister N/A N/A N/A 4.22
spirit N/A N/A N/A 1.6
pilot N/A N/A N/A 4.67
might N/A N/A N/A 2.32
twigs N/A N/A N/A N/A
prominence N/A N/A N/A 2
cash N/A N/A N/A 4.48
trick N/A N/A N/A 3.36
newspaper N/A N/A N/A 4.82
situation N/A N/A N/A 2.03
cock N/A N/A N/A 4.79
slippers N/A N/A N/A N/A
seepage N/A N/A N/A 3.65
vest N/A N/A N/A 4.52
canoe N/A N/A N/A 4.86
brow N/A N/A N/A 4.39
purse N/A N/A N/A 4.9
telephone N/A N/A N/A 4.96
bias N/A N/A N/A 1.68
beaver N/A N/A N/A 4.68
demolition N/A N/A N/A 3.38
ivy 213.617052687 0.158721056905 0.7807 4.5
helmet 258.050666605 0.188516785813 0.97521 4.92
different N/A N/A N/A 1.97
harsh N/A N/A N/A 2.23
doctor N/A N/A N/A 4.69
inquire N/A N/A N/A 2.38
media N/A N/A N/A 3.57
woodland N/A N/A N/A 3.76
trip N/A N/A N/A 3.71
catfish 282.384841018 0.195179269337 0.95613 4.85
pan N/A N/A N/A 4.86
week N/A N/A N/A 3.48
oil N/A N/A N/A 4.93
sickness N/A N/A N/A 3.45
nest N/A N/A N/A 4.86
driver 245.530285595 0.186310386178 0.91363 4.71
weed N/A N/A N/A 4.9
fruit N/A N/A N/A 4.81
statue 292.473608311 0.199477849604 0.93294 4.93
footprint N/A N/A N/A 4.37
hummingbird 223.604368308 0.169944990164 0.8841 4.96
theater N/A N/A N/A 4.92
bottle N/A N/A N/A 4.91
model N/A N/A N/A 4.53
sinner N/A N/A N/A 3.07
taxi N/A N/A N/A 4.93
summer N/A N/A N/A 3.64
outdoor N/A N/A N/A 3.93
money N/A N/A N/A 4.54
armour N/A N/A N/A N/A
dancers 272.482249572 0.197224788072 0.88756 N/A
neon N/A N/A N/A 4.07
actress N/A N/A N/A 4.54
violent N/A N/A N/A 3.1
kill N/A N/A N/A 3.9
announcement N/A N/A N/A 2.79
death N/A N/A N/A 3.73
rose N/A N/A N/A 4.9
instrument N/A N/A N/A 4.27
thimble 257.343322795 0.195568469144 0.99508 5
treatment N/A N/A N/A 2.93
swim N/A N/A N/A 4.43
laundering N/A N/A N/A 2.82
read N/A N/A N/A 3.56
ruler 237.042597619 0.189287333001 0.90836 4.66
fridge 224.897233505 0.181143626356 0.78009 4.92
dark N/A N/A N/A 4.29
traffic N/A N/A N/A 4.67
mom N/A N/A N/A 4.4
world N/A N/A N/A 4.36
railroad N/A N/A N/A 5
cd N/A N/A N/A N/A
lady N/A N/A N/A 4.33
furniture 261.072718059 0.195146949086 0.89948 4.89
pregnant N/A N/A N/A 4.59
bracelet 282.125912692 0.207589239762 1.0456 4.96
nose N/A N/A N/A 4.89
tower N/A N/A N/A 4.76
doll N/A N/A N/A 5
competition N/A N/A N/A 3.86
astronomer N/A N/A N/A 4.27
lobster 251.721774879 0.188873660321 0.9211 4.86
bizarre N/A N/A N/A 1.79
mood N/A N/A N/A 1.75
substance N/A N/A N/A 3.44
noon N/A N/A N/A 2.67
tuba 243.370982988 0.186559916794 0.94377 4.86
moon N/A N/A N/A 4.9
exit N/A N/A N/A 3.93
knife N/A N/A N/A 4.9
transformers N/A N/A N/A N/A
business N/A N/A N/A 3.28
nails N/A N/A N/A N/A
inspect N/A N/A N/A 3.31
communicate N/A N/A N/A 3.43
strainer 275.679242106 0.205855316448 0.98995 4.46
stone N/A N/A N/A 4.72
jeep 192.235613959 0.159545288204 0.70358 4.8
island N/A N/A N/A 4.96
industry N/A N/A N/A 3.29
mixer 248.941091878 0.184909505912 0.83656 4.33
shrimp N/A N/A N/A 4.8
fell N/A N/A N/A 3.55
wolf N/A N/A N/A 4.79
stand N/A N/A N/A 4.16
ox 241.76531646 0.182350506903 0.92396 4.86
road N/A N/A N/A 4.75
clamp N/A N/A N/A 4.53
dagger N/A N/A N/A 4.96
communication N/A N/A N/A 2.9
image N/A N/A N/A 3.85
determine N/A N/A N/A 2.13
jerusalem N/A N/A N/A N/A
buds N/A N/A N/A N/A
grater 269.629209035 0.206018594456 0.97866 4.52
log N/A N/A N/A 4.96
area N/A N/A N/A 3.72
hip N/A N/A N/A 4.21
blurred N/A N/A N/A 3.52
racism N/A N/A N/A 2.36
desert N/A N/A N/A 4.86
start N/A N/A N/A 2.71
caterpillars 215.962796974 0.159969763378 0.78977 N/A
hen 247.154187161 0.181320184694 0.99313 4.9
valley 173.996253202 0.141675947336 0.60656 4.72
bubble N/A N/A N/A 4.6
hare N/A N/A N/A 4.88
project N/A N/A N/A 3.62
kittens N/A N/A N/A N/A
mammals 309.088339766 0.206923320412 1.086 N/A
buggy N/A N/A N/A 4.18
tripod 195.027036429 0.175912445775 0.87492 4.72
cabinet 209.450711771 0.176191136466 0.75752 4.89
cottage 163.043514492 0.12716945513 0.63047 4.85
fraud N/A N/A N/A 1.68
bucket N/A N/A N/A 4.96
strawberry N/A N/A N/A 5
trading N/A N/A N/A 3.14
dirty N/A N/A N/A 4.23
organize N/A N/A N/A 2.72
blackbird 200.420106632 0.159190430862 0.86925 5
grass N/A N/A N/A 4.93
agree N/A N/A N/A 2.31
rust N/A N/A N/A 4.52
toilet N/A N/A N/A 4.97
ad N/A N/A N/A 4.46
certain N/A N/A N/A 1.68
deer 248.755985615 0.18231958112 0.89978 4.86
examine 258.043361628 0.185619211185 0.97412 2.86
hypertension N/A N/A N/A 2.89
laboratory N/A N/A N/A 4.46
hound N/A N/A N/A 4.48
bishop N/A N/A N/A 4.21
film N/A N/A N/A 4.71
deserve N/A N/A N/A 1.69
anarchy N/A N/A N/A 2.12
field N/A N/A N/A 4.26
puppy N/A N/A N/A 4.78
championship N/A N/A N/A 3.23
shelter N/A N/A N/A 4.64
symbol N/A N/A N/A 3.11
time N/A N/A N/A 3.07
whiskers N/A N/A N/A 4.89
peas N/A N/A N/A N/A
oracle N/A N/A N/A 2.88
brandy 215.563389769 0.176465044954 0.86736 4.81
important N/A N/A N/A 2.14
pool N/A N/A N/A 4.77
psychology N/A N/A N/A 2.31
building N/A N/A N/A 4.64
sardine 252.859017985 0.197987475912 0.95147 5
wife 233.813195734 0.190390851709 0.77575 4.13
buffalo N/A N/A N/A 4.83
groom N/A N/A N/A 4.54
mask N/A N/A N/A 4.96
husky N/A N/A N/A 3.59
pheasant N/A N/A N/A 4.75
forget N/A N/A N/A 2.04
peacock 213.822681146 0.16233744508 0.92916 5
ceramic N/A N/A N/A 4.04
dollar N/A N/A N/A 4.93
month N/A N/A N/A 4.2
sunk N/A N/A N/A 3.46
disc 237.24623006 0.196251287947 0.95415 4.85
smoking N/A N/A N/A 4.32
dish N/A N/A N/A 4.9
children N/A N/A N/A 4.89
carpet N/A N/A N/A 4.96
earmuffs 265.450530445 0.200449514368 0.92538 N/A
apartment 209.910489249 0.179267681164 0.75805 4.9
catastrophe N/A N/A N/A 2.96
tv 227.225090585 0.178633931203 0.79207 5
tail N/A N/A N/A 4.96
smile N/A N/A N/A 4.5
woman N/A N/A N/A 4.46
appointment N/A N/A N/A 3
song N/A N/A N/A 4.46
screwdriver 220.747312945 0.171612065278 0.88356 4.9
baton N/A N/A N/A 4.64
personnel N/A N/A N/A 3.56
lingerie 246.296482619 0.184912124373 0.86966 4.87
decide N/A N/A N/A 1.92
awful N/A N/A N/A 1.92
ticket N/A N/A N/A 4.7
condition N/A N/A N/A 2.15
motor N/A N/A N/A 4.84
washing N/A N/A N/A 4.44
large N/A N/A N/A 3.37
sand N/A N/A N/A 5
mile N/A N/A N/A 3.63
saxophone 239.149876788 0.185639961684 0.89624 5
small N/A N/A N/A 3.22
mammal 309.088339766 0.206923320412 1.086 4.59
manslaughter N/A N/A N/A 3.37
cookies N/A N/A N/A N/A
fence N/A N/A N/A 4.82
tea 304.409861522 0.209664263418 0.974 4.69
grasshopper 240.180112235 0.184887051375 0.94221 4.91
burger 186.380104623 0.156462299413 0.77205 4.93
design N/A N/A N/A 3.27
lawyer 176.811468155 0.15785546684 0.71478 4.7
mill N/A N/A N/A 4.72
creatures N/A N/A N/A N/A
clock N/A N/A N/A 5
sun N/A N/A N/A 4.83
dirt N/A N/A N/A 4.86
unicycle N/A N/A N/A 5
nurse N/A N/A N/A 4.39
racing N/A N/A N/A 4
movement N/A N/A N/A 3.63
toes N/A N/A N/A N/A
disorganize N/A N/A N/A 2.44
cockroach 226.078445482 0.175167035558 0.95309 4.96
strong N/A N/A N/A 3.14
tragedy N/A N/A N/A 2.07
bible N/A N/A N/A 4.61
tortoise 236.30442735 0.176590269448 0.89768 4.87
experience N/A N/A N/A 1.8
miniature N/A N/A N/A 3.46
airport 185.977331586 0.144748537467 0.7665 4.87
hamster 214.343305847 0.167041115645 0.8705 4.86
misery N/A N/A N/A 2.04
action N/A N/A N/A 2.86
narrow N/A N/A N/A 3.04
family N/A N/A N/A 4.23
put N/A N/A N/A 2.5
toys N/A N/A N/A N/A
eye N/A N/A N/A 4.9
poodle 241.759867323 0.184886432136 0.8774 4.89
pearl N/A N/A N/A 4.87
splash N/A N/A N/A 4.19
raft N/A N/A N/A 5
ballad N/A N/A N/A 3.88
israel N/A N/A N/A N/A
diamond N/A N/A N/A 4.89
door 244.472138217 0.185860592144 0.85726 4.81
company N/A N/A N/A 4.11
dishwasher N/A N/A N/A 4.86
flag N/A N/A N/A 4.79
stick N/A N/A N/A 4.59
coyote N/A N/A N/A 4.96
glad N/A N/A N/A 2.36
town N/A N/A N/A 4.64
science N/A N/A N/A 2.79
equation N/A N/A N/A 3.65
sentry N/A N/A N/A 4.04
chisel N/A N/A N/A 4.63
dew N/A N/A N/A 4.38
remain N/A N/A N/A 1.96
paragraph N/A N/A N/A 3.96
learn N/A N/A N/A 2.2
seagull 213.915909682 0.175092371549 0.9128 5
marble N/A N/A N/A 4.85
history N/A N/A N/A 2.96
beautiful N/A N/A N/A 2.16
compare N/A N/A N/A 2.52
pony 254.254363137 0.188019471874 0.86147 4.9
brown N/A N/A N/A 4.48
accept N/A N/A N/A 3.03
autumn N/A N/A N/A 3.27
sphere N/A N/A N/A 4.44
sense N/A N/A N/A 2.61
sharp N/A N/A N/A 3.86
airplane 227.902795087 0.172946099148 0.88384 4.96
dress N/A N/A N/A 4.93
biography N/A N/A N/A 3.39
information N/A N/A N/A 2.87
goal N/A N/A N/A 3.06
stickers 257.880678267 0.19150827798 0.93385 4.85
comfort N/A N/A N/A 2.89
fame N/A N/A N/A 1.96
reject N/A N/A N/A 2.4
goat N/A N/A N/A 5
plant N/A N/A N/A 4.76
sandwich N/A N/A N/A 4.9
plane N/A N/A N/A 4.92
lighting N/A N/A N/A 4.38
blood N/A N/A N/A 4.86
bloom N/A N/A N/A 4
short N/A N/A N/A 3.61
rationalize N/A N/A N/A 1.52
coat N/A N/A N/A 4.97
author N/A N/A N/A 4.26
departure N/A N/A N/A 3.07
dragon N/A N/A N/A 4.39
coal N/A N/A N/A 4.66
shore N/A N/A N/A 4.79
wrench N/A N/A N/A 4.93
shade N/A N/A N/A 3.38
egg N/A N/A N/A 4.97
patio 230.320117395 0.171809700686 0.7461 4.89
played N/A N/A N/A N/A
bowl N/A N/A N/A 4.87
held N/A N/A N/A N/A
attitude N/A N/A N/A 1.97
scientist 255.684780533 0.195074682578 0.83749 4.24
clarinet 247.505969411 0.19579751743 0.91604 4.92
avenue N/A N/A N/A 4
style N/A N/A N/A 2.67
pray N/A N/A N/A 3.21
absence N/A N/A N/A 2.31
soccer 157.321734148 0.145199813393 0.7176 4.76
sauce N/A N/A N/A 4.75
dolls N/A N/A N/A N/A
evening N/A N/A N/A 3.26
food N/A N/A N/A 4.8
males N/A N/A N/A N/A
salamander N/A N/A N/A 4.7
inch N/A N/A N/A 4.37
frigid N/A N/A N/A 3.28
foot N/A N/A N/A 4.9
complain N/A N/A N/A 2.6
association N/A N/A N/A 2.3
fantasy N/A N/A N/A 1.59
tricycle 245.010994448 0.189201942109 0.85246 4.68
swimsuit 191.25885516 0.162007420081 0.73928 4.78
capability N/A N/A N/A 1.93
asparagus 249.378923076 0.19049944632 0.85336 4.96
bolts N/A N/A N/A N/A
button N/A N/A N/A 4.96
trailer 209.66881455 0.158113454702 0.76779 4.79
lantern 296.398771071 0.204234519018 0.94655 5
heavy N/A N/A N/A 3.37
harm N/A N/A N/A 2.62
restless N/A N/A N/A 2.46
house N/A N/A N/A 5
fish N/A N/A N/A 5
hard N/A N/A N/A 3.76
reduce N/A N/A N/A 2
idea N/A N/A N/A 1.61
brother 229.363717945 0.189418549055 0.81658 4.43
operation N/A N/A N/A 3.44
insurance N/A N/A N/A 2.86
harp N/A N/A N/A 4.85
anxious N/A N/A N/A 1.68
flower N/A N/A N/A 5
alcohol N/A N/A N/A 4.76
childish N/A N/A N/A 2.52
pigeon 275.259452031 0.195446011147 0.963 4.71
health N/A N/A N/A 2.28
hill N/A N/A N/A 4.93
bazooka 280.648190753 0.194968062277 0.94606 4.66
issue N/A N/A N/A 2.37
mittens 216.544763419 0.172609014538 0.8915 N/A
highway N/A N/A N/A 4.72
belief N/A N/A N/A 1.19
circumstance N/A N/A N/A 1.77
pug 220.66942952 0.172292048022 0.8892 4.62
forgive N/A N/A N/A 1.92
pub 172.174189961 0.158180921263 0.58669 4.71
difficulty N/A N/A N/A 1.9
reason N/A N/A N/A 1.93
imagine N/A N/A N/A 1.53
ask N/A N/A N/A 2.52
companion N/A N/A N/A 3.75
guy N/A N/A N/A 4.68
definition N/A N/A N/A 3.07
faucet 284.184053253 0.197865889161 0.93173 4.48
spinach 212.187324578 0.172704791686 0.78142 4.77
terrible N/A N/A N/A 2.04
american N/A N/A N/A N/A
prejudice N/A N/A N/A 2.22
threat 258.585515006 0.188746768112 0.83696 2.52
daisy 140.771988031 0.13963385258 0.81251 5
corkscrew N/A N/A N/A 4.85
castle N/A N/A N/A 4.96
copper N/A N/A N/A 4.52
advertisement N/A N/A N/A 3.77
feel N/A N/A N/A 2.28
number N/A N/A N/A 3.3
preservation N/A N/A N/A 2.37
valentine N/A N/A N/A 2.8
feet 270.458296396 0.193431884677 0.86524 N/A
sailor 281.753838406 0.201037730959 0.95152 4.86
notify N/A N/A N/A 3.04
mist N/A N/A N/A 4.51
maple 239.526984808 0.182773242484 0.81376 4.46
razor N/A N/A N/A 4.9
horse N/A N/A N/A 5
guest N/A N/A N/A 3.83
jet N/A N/A N/A 4.77
blossom N/A N/A N/A 4.26
automobile N/A N/A N/A 4.96
construct N/A N/A N/A 2.6
collar N/A N/A N/A 4.64
stork 201.389206614 0.163412406018 0.90363 4.72
station N/A N/A N/A 4.32
storm N/A N/A N/A 4.7
hundred N/A N/A N/A 3.2
banana 244.414295231 0.193745789832 0.94265 5
store N/A N/A N/A 4.5
catapult N/A N/A N/A 4.43
saint N/A N/A N/A 3.45
drapes N/A N/A N/A N/A
hotel 206.917201884 0.176551869488 0.76131 4.93
park N/A N/A N/A 4.74
dentist N/A N/A N/A 4.93
boots N/A N/A N/A 5
rifle N/A N/A N/A 4.85
believe N/A N/A N/A 1.55
stairs 291.942803053 0.201318486538 0.91607 5
reflection N/A N/A N/A 3.29
king 242.117823549 0.193585550033 0.90004 4.1
grocery N/A N/A N/A 4.31
scheme N/A N/A N/A 2.41
bluejay N/A N/A N/A 4.97
grey N/A N/A N/A 4.11
freud N/A N/A N/A N/A
colander 253.2839475 0.196472609103 0.97157 4.21
bride 253.639234663 0.188698092616 0.82813 4.63
marriage N/A N/A N/A 2.51
listen N/A N/A N/A 3.47
declare N/A N/A N/A 2
urban N/A N/A N/A 3.43
chipmunk 247.773301182 0.180036928993 0.85333 4.97
juice N/A N/A N/A 4.89
graffiti 290.239572474 0.198961580868 0.90241 4.73
oriole 192.949872148 0.158505993097 0.89025 4.38
sell N/A N/A N/A 3.35
mountain N/A N/A N/A 4.96
pajamas 231.132839105 0.183122009006 0.83012 4.73
self N/A N/A N/A 3.1
couch N/A N/A N/A 4.71
lip N/A N/A N/A 4.96
build N/A N/A N/A 3.71
banjo 251.026204091 0.194065316146 0.9496 4.9
zucchini 226.284479005 0.184110267078 0.89313 4.87
quote N/A N/A N/A 3.32
eggs N/A N/A N/A N/A
flute N/A N/A N/A 5
salmon N/A N/A N/A 4.81
cigarette N/A N/A N/A 4.88
plan N/A N/A N/A 3.4
moss N/A N/A N/A 4.9
machete 284.816123578 0.200788009802 0.91948 4.82
prestige N/A N/A N/A 1.61
salary N/A N/A N/A 3.69
tongs 247.444360169 0.189072529321 0.9046 5
barrel N/A N/A N/A 4.86
justify N/A N/A N/A 1.45
physics N/A N/A N/A 3.07
gold N/A N/A N/A 4.81
sparrow 220.079347351 0.170226689632 0.90038 4.85
crayon N/A N/A N/A 4.87
melody N/A N/A N/A 3.71
find N/A N/A N/A 2.63
blender 232.920376498 0.181823279567 0.81182 5
justice N/A N/A N/A 1.45
scooter 189.036542014 0.151445289043 0.81823 4.96
writer N/A N/A N/A 4.32
unhappy N/A N/A N/A 2.04
circle N/A N/A N/A 4.44
porcupine 205.246980515 0.162591890288 0.82862 5
dandelion 157.534523883 0.151710585948 0.75695 5
sunny N/A N/A N/A 4.2
kind N/A N/A N/A 2.07
whistle N/A N/A N/A 4.42
theft N/A N/A N/A 2.93
basement 241.175044857 0.182541243218 0.78818 4.89
banner N/A N/A N/A 4.8
proclaim N/A N/A N/A 2.36
investigate N/A N/A N/A 2.27
gloves 264.870797003 0.195271639331 0.88501 N/A
activity N/A N/A N/A 2.72
river N/A N/A N/A 4.89
cheese N/A N/A N/A 4.7
insane N/A N/A N/A 1.77
scenery N/A N/A N/A 3.38
art 317.046324466 0.20925584482 0.97793 4.17
creator N/A N/A N/A 3.07
intelligence N/A N/A N/A 2.24
vine 258.715051053 0.190585510876 0.85127 4.86
sex N/A N/A N/A 4.1
culture N/A N/A N/A 2.04
lion N/A N/A N/A 4.96
dumb N/A N/A N/A 2.36
sea N/A N/A N/A 4.79
origami N/A N/A N/A 4.38
constellation N/A N/A N/A 4.31
arm N/A N/A N/A 4.96
camisole 225.959004634 0.175240615563 0.8456 4.81
shower N/A N/A N/A 4.89
movie 252.335859555 0.193486536888 0.76385 4.59
please N/A N/A N/A 1.64
champagne N/A N/A N/A 4.82
attention N/A N/A N/A 2.3
outfit N/A N/A N/A 4.12
aircraft 226.87894607 0.172945979234 0.88816 4.4
succeed N/A N/A N/A 2.33
dividend N/A N/A N/A 2.76
restaurant 208.042622784 0.175415634287 0.75379 4.89
eggplant N/A N/A N/A 4.97
bell N/A N/A N/A 4.96
simple N/A N/A N/A 1.62
sweet N/A N/A N/A 4
harbour N/A N/A N/A N/A
mink 224.18979271 0.171234354432 0.87565 4.58
village N/A N/A N/A 4.89
vessel 264.764087956 0.196593729345 1.019 4.66
bench N/A N/A N/A 4.87
goats N/A N/A N/A N/A
belt N/A N/A N/A 4.9
devil N/A N/A N/A 3.41
create N/A N/A N/A 2.62
buzzard 210.26324913 0.166860364589 0.89054 4.74
secret N/A N/A N/A 2.19
brick 237.826558645 0.191370929512 0.78281 4.83
territory N/A N/A N/A 3.41
flight N/A N/A N/A 3.9
squirrel N/A N/A N/A 4.89
buck N/A N/A N/A 4.67
fire N/A N/A N/A 4.68
wet N/A N/A N/A 4.46
amphibians 221.504760457 0.174865361244 0.91346 N/A
understand N/A N/A N/A 2.28
liver N/A N/A N/A 4.68
instructor 240.310051842 0.189206829992 0.76719 4.26
honest N/A N/A N/A 1.66
pact N/A N/A N/A 2.52
politician 210.655079748 0.176006085285 0.76782 4.33
frozen N/A N/A N/A 4.34
governor N/A N/A N/A 4.07
rope N/A N/A N/A 4.93
bikini 204.445222377 0.169462598565 0.78163 4.96
smart N/A N/A N/A 1.75
fun N/A N/A N/A 1.97
robin 173.210691428 0.138724689018 0.87061 4.61
loop N/A N/A N/A 4.26
century N/A N/A N/A 2.83
moth 280.806848546 0.197411646523 0.99914 4.69
demon N/A N/A N/A 3.32
decoration N/A N/A N/A 3.53
vanish N/A N/A N/A 2.77
funny N/A N/A N/A 2.5
shirt N/A N/A N/A 4.94
corridor N/A N/A N/A 4.72
advise N/A N/A N/A 2.03
day N/A N/A N/A 3.92
windmill 202.437587173 0.164769622024 0.73827 4.89
hallway N/A N/A N/A 4.74
literature N/A N/A N/A 4.1
knitting N/A N/A N/A 4.14
snail N/A N/A N/A 4.93
assignment N/A N/A N/A 3.86
cigar N/A N/A N/A 4.93
leopard 174.568385841 0.14718573221 0.80283 5
cucumber 228.235262194 0.186005208219 0.87326 4.83
birch N/A N/A N/A 4.12
sandals 270.508141861 0.194103546206 1.001 N/A
recent N/A N/A N/A 2.5
task N/A N/A N/A 2.84
cheek N/A N/A N/A 4.83
concrete N/A N/A N/A 4.59
withdraw N/A N/A N/A 3.04
cedar 246.046977896 0.182929264996 0.7944 4.83
chemistry N/A N/A N/A 3.64
spend N/A N/A N/A 2.93
know N/A N/A N/A 1.68
chord N/A N/A N/A 4.29
desk 217.268621962 0.180104972677 0.74323 4.87
nylons 278.821787179 0.202422824714 0.96219 N/A
mob N/A N/A N/A 3.88
elect N/A N/A N/A 2.41
prince N/A N/A N/A 4.44
timber N/A N/A N/A 4.9
discipline N/A N/A N/A 2.24
cup N/A N/A N/A 5
admission N/A N/A N/A 2.83
cemetery 250.861630303 0.18328322548 0.83561 4.93
organism N/A N/A N/A 4.16
grapefruit 194.486857541 0.176995695615 0.82954 4.96
exhibition N/A N/A N/A 3.52
luxury N/A N/A N/A 2.59
emergency N/A N/A N/A 2.41
evaluate N/A N/A N/A 1.85
couple N/A N/A N/A 3.93
game N/A N/A N/A 4.5
quest N/A N/A N/A 2.87
falcon N/A N/A N/A 4.9
formal N/A N/A N/A 2.7
spine N/A N/A N/A 4.88
glove 264.870797003 0.195271639331 0.88501 4.97
ignore N/A N/A N/A 2.22
collect N/A N/A N/A 3.34
sleigh N/A N/A N/A 4.71
foolish N/A N/A N/A 1.84
